timestamp,mark_price,index_price,basis,basis_percent,last_funding_rate,oi,long_short_account_ratio,top_trader_account_ls_ratio,top_trader_position_ls_ratio,taker_buy_sell_ratio
2026-01-17T06:56:32.276397+00:00,3.989,3.992375,-0.003375000000000128,-0.0008453614703027967,0.0001,1492617.65,1.1612,1.377,1.6241,0.1414
2026-01-17T06:57:37.674360+00:00,3.993,3.99540625,-0.002406249999999943,-0.0006022541512518141,0.0001,1492130.62,1.1612,1.3872,1.6195,0.1414
2026-01-17T06:59:51.692795+00:00,3.991,3.994375,-0.003374999999999684,-0.0008449381943357056,0.0001,1490260.54,1.1612,1.3872,1.6195,0.1414
2026-01-17T07:00:16.777725+00:00,3.992,3.99525,-0.003249999999999975,-0.0008134659908641449,0.0001,1490215.02,1.1612,1.3872,1.6195,0.1414
2026-01-17T07:05:22.125715+00:00,3.986,3.9893125,-0.0033124999999998295,-0.0008303435742373728,0.0001,1489137.09,1.1524,1.3872,1.6071,0.392
2026-01-17T07:12:35.896319+00:00,3.995,3.9974375,-0.0024375000000000924,-0.0006097656311074513,0.0001,1489735.13,1.145,1.3714,1.6076,1.276
2026-01-17T07:19:39.073002+00:00,4.01102708,4.01340625,-0.002379170000000208,-0.0005928056747308369,0.0001,1489718.07,1.1409,1.3663,1.6057,3.489
