timestamp,mark_price,index_price,basis,basis_percent,last_funding_rate,oi,long_short_account_ratio,top_trader_account_ls_ratio,top_trader_position_ls_ratio,taker_buy_sell_ratio
2026-01-17T06:59:33.050378+00:00,0.07384,0.07388794,-4.793999999999632e-05,-0.0006488203622945276,5e-05,47070015.0,1.3838,1.5484,1.569,0.5551
2026-01-17T07:07:14.736016+00:00,0.07393,0.07401941,-8.94099999999981e-05,-0.0012079264074112198,5e-05,47114863.0,1.3935,1.5562,1.5648,1.1243
2026-01-17T07:14:20.684030+00:00,0.07420441,0.07421529,-1.0880000000004775e-05,-0.00014660051857245016,5e-05,47221476.0,1.4114,1.5661,1.5692,2.005
2026-01-17T07:21:22.469760+00:00,0.07417773,0.07425588,-7.814999999999905e-05,-0.0010524419076307365,5e-05,47626903.0,1.3901,1.5569,1.5806,1.1297
